ID_Estudiante,Facultad,Carrera,Edad,Genero,Ciclo_Actual,Promedio_Ponderado,Creditos_Aprobados,Cursos_Desaprobados,Asistencia_Porcentaje,Ranking_Facultad,Modalidad_Ingreso,Ingreso_Familiar_Mensual,Distrito_Residencia,Tiempo_Transporte_Minutos,Tiene_Internet,Tiene_Computadora,Trabaja,Vive_Con_Padres,Nivel_Estres,Satisfaccion_Carrera,Participacion_Actividades,Horas_Estudio_Diarias,Uso_Biblioteca,Uso_Tutorias,Actividades_Extracurriculares,Probabilidad_Desercion
UNI001012,FIEECS,Ciencias Sociales,21,F,3,9.45,167,1,89.57,37,Ordinario,4709.06,Los Olivos,98.0,1,1,0,1,3,3,2,4.3,0,1,3,0.25
UNI001013,FC,Química,24,M,9,11.48,53,1,100.0,86,Ordinario,2136.08,La Victoria,33.0,1,1,0,1,1,5,1,3.2,0,1,2,0.1
UNI001014,FIM,Ingeniería Mecánica,21,M,3,12.6,2,1,93.36,24,Ordinario,3244.66,La Victoria,58.0,1,1,0,1,4,2,4,3.4,1,0,3,0.1
UNI001015,FIP,Ingeniería de Petróleo,20,F,1,12.5,182,2,75.29,15,Ordinario,2234.51,Los Olivos,25.0,0,1,0,1,5,3,3,3.1,0,0,0,0.2
UNI001016,FIEECS,Ciencias Sociales,25,F,2,9.92,110,2,70.38,12,Dos Primeros,3108.47,Ate,92.0,1,1,0,1,4,5,5,4.6,0,0,0,0.35
UNI001017,FC,Física,22,F,6,10.32,160,1,77.22,95,IEN,5141.7,Breña,68.0,1,1,1,1,3,4,4,3.3,1,1,0,0.45
UNI001018,FIAU,Ingeniería de Recursos Naturales,16,M,10,13.08,95,2,86.73,64,Ordinario,4823.04,San Miguel,63.0,1,1,0,1,3,5,0,3.6,0,0,3,0.0
UNI001019,FIEE,Ingeniería Eléctrica,27,M,2,14.15,70,2,82.5,31,Dos Primeros,3378.52,Los Olivos,89.0,1,1,0,1,5,2,0,4.0,1,1,1,0.2
UNI001020,FIIS,Ingeniería de Sistemas,22,M,6,12.09,18,1,98.62,53,IEN,3629.77,San Miguel,63.0,1,1,1,1,4,2,1,5.6,0,0,2,0.2
UNI001021,FIIS,Ingeniería de Sistemas,18,F,1,11.99,33,1,91.67,94,Ordinario,3471.49,San Juan de Lurigancho,64.0,0,1,0,1,4,2,1,4.7,1,1,3,0.2
UNI001022,FAU,Urbanismo,29,M,1,14.36,205,3,77.69,84,Ordinario,2695.99,San Juan de Lurigancho,63.0,1,1,1,1,5,5,1,3.2,0,0,1,0.3
UNI001023,FIQT,Ingeniería Textil,24,F,5,10.96,49,3,93.46,72,Ordinario,4916.55,Callao,71.0,1,1,0,1,3,2,2,4.2,1,0,3,0.1
UNI001024,FC,Matemática,21,M,10,15.95,174,3,100.0,44,IEN,4319.55,La Victoria,50.0,1,1,1,1,1,5,5,5.7,1,0,0,0.2
UNI001025,FIAU,Ingeniería Ambiental,24,M,9,9.81,45,1,81.85,30,Traslado Externo,3234.37,Ate,56.0,1,1,0,1,4,1,0,4.6,1,0,0,0.35
UNI001026,FIEECS,Ciencias Sociales,28,M,8,14.6,183,4,89.8,35,Ordinario,2783.15,San Juan de Lurigancho,76.0,1,0,1,1,2,1,0,2.4,1,1,1,0.35
UNI001027,FIEE,Ingeniería Eléctrica,20,F,3,13.58,184,3,76.25,21,Dos Primeros,2848.04,Breña,66.0,1,1,0,1,4,1,1,3.1,0,0,1,0.1
UNI001028,FC,Física,22,M,3,17.32,82,4,83.58,63,Ordinario,3338.77,Santa Anita,58.0,1,1,0,1,4,3,5,3.0,0,0,1,0.15
UNI001029,FIAU,Ingeniería Ambiental,28,M,1,10.26,50,1,76.08,92,Ordinario,2964.95,Ate,32.0,1,1,0,1,4,1,0,5.4,1,0,2,0.35
UNI001030,FIM,Ingeniería Mecatrónica,29,M,3,7.83,53,0,97.39,17,IEN,4139.51,Ate,90.0,1,1,1,0,3,1,0,5.3,1,0,1,0.45
UNI001031,FIP,Ingeniería Petroquímica,19,M,1,15.0,89,4,79.98,12,Ordinario,3479.03,Rímac,47.0,1,1,0,1,2,5,2,3.4,1,0,0,0.25
UNI001032,FIIS,Ingeniería de Sistemas,22,M,8,9.56,80,1,89.4,18,Ordinario,2046.26,La Victoria,80.0,1,0,1,1,4,5,3,3.4,1,1,0,0.35
UNI001033,FIEECS,Estadística,28,F,1,13.73,117,1,91.35,92,Ordinario,1853.39,San Martín de Porres,64.0,1,1,0,0,1,2,1,4.0,0,0,2,0.3
UNI001034,FIIS,Ingeniería Industrial,16,M,5,14.86,155,4,100.0,60,Ordinario,3990.8,San Martín de Porres,34.0,1,1,0,1,2,2,3,4.1,1,1,3,0.25
UNI001035,FIEECS,Ingeniería Económica,22,M,9,13.26,18,3,82.34,67,Ordinario,1843.66,San Miguel,85.0,1,1,0,1,5,2,3,3.0,0,1,1,0.2
UNI001036,FAU,Artes,23,F,7,12.96,26,1,77.23,15,Ordinario,2651.39,Independencia,65.0,1,1,0,1,1,5,2,3.8,0,0,2,0.0
UNI001037,FIQT,Ingeniería Textil,20,F,4,13.3,175,0,84.28,16,IEN,2560.38,Cercado de Lima,87.0,1,1,1,1,5,5,0,2.5,0,0,3,0.2
UNI001038,FIEECS,Ciencias Sociales,17,M,9,14.17,146,3,76.49,22,IEN,1761.51,Santa Anita,56.0,1,1,0,1,4,1,1,5.3,1,1,3,0.1
UNI001039,FIIS,Ingeniería de Sistemas,20,M,9,13.67,178,2,80.13,95,Ordinario,3310.21,San Miguel,74.0,1,1,1,1,3,4,4,2.2,0,0,1,0.2
UNI001040,FAU,Arquitectura,21,F,2,10.07,6,1,92.27,63,Ordinario,2876.18,San Miguel,25.0,0,1,0,1,4,5,3,2.2,0,0,0,0.25
UNI001041,FIEECS,Ingeniería Económica,27,F,10,16.15,156,1,78.28,31,Dos Primeros,2362.18,Breña,50.0,1,1,0,1,4,4,5,4.4,0,1,1,0.0
UNI001042,FIM,Ingeniería Mecatrónica,17,F,10,12.6,170,2,90.62,1,Ordinario,5085.19,Callao,35.0,1,1,1,1,5,5,3,2.8,0,0,1,0.2
UNI001043,FIQT,Ingeniería Textil,29,M,6,13.54,68,1,90.96,75,Ordinario,930.0,La Victoria,53.0,1,0,0,1,4,5,2,3.5,1,0,0,0.2
UNI001044,FIEECS,Estadística,21,M,4,13.92,93,2,87.49,6,Ordinario,2136.64,Breña,69.0,1,0,0,0,1,3,3,4.1,1,0,0,0.2
UNI001045,FAU,Artes,21,F,8,14.81,112,1,91.7,87,Ordinario,2423.25,Independencia,48.0,1,1,0,1,3,4,3,4.7,1,1,0,0.2
UNI001046,FC,Matemática,16,M,7,14.6,106,3,82.06,9,Ordinario,1641.62,Callao,77.0,1,1,0,1,5,3,3,3.8,1,0,3,0.1
UNI001047,FIC,Ingeniería Civil,29,M,7,12.76,119,4,64.97,52,Ordinario,5257.91,San Miguel,43.0,1,1,1,0,2,1,2,5.8,1,0,3,0.55
UNI001048,FIAU,Ingeniería de Recursos Naturales,16,F,10,12.63,185,6,85.59,80,Ordinario,5247.36,Jesús María,78.0,1,1,1,1,4,3,0,4.0,0,0,1,0.25
UNI001049,FIC,Ingeniería Civil,29,M,9,13.32,135,2,85.78,62,Dos Primeros,2315.54,Rímac,86.0,1,1,1,1,5,3,5,5.2,0,1,2,0.2
UNI001050,FIC,Ingeniería Civil,26,M,5,14.7,169,2,81.3,58,Dos Primeros,4268.74,La Victoria,80.0,0,1,1,1,4,1,3,4.3,1,1,1,0.2
UNI001051,FIEE,Ingeniería Eléctrica,25,M,6,10.27,203,2,91.48,19,Ordinario,3596.54,Cercado de Lima,53.0,0,0,0,1,4,4,1,6.1,1,0,2,0.15
UNI001052,FIM,Ingeniería Mecatrónica,18,M,1,13.79,41,3,92.64,13,Dos Primeros,4656.11,Callao,17.0,1,1,0,0,5,2,5,5.1,1,0,1,0.3
UNI001053,FC,Matemática,29,M,6,10.73,12,3,87.18,32,Ordinario,2892.8,Breña,72.0,1,1,1,1,1,5,3,4.0,0,0,1,0.1
UNI001054,FIP,Ingeniería Petroquímica,25,F,2,16.2,153,2,85.99,100,Ordinario,3431.61,Santa Anita,57.0,1,1,0,1,2,4,3,4.6,1,0,1,0.1
UNI001055,FIEECS,Ingeniería Económica,25,M,6,13.23,17,3,97.19,9,Dos Primeros,4402.55,Los Olivos,40.0,1,1,0,1,4,1,1,3.7,0,1,3,0.1
UNI001056,FIAU,Ingeniería Ambiental,27,M,9,11.67,41,3,74.26,49,Ordinario,4249.59,Independencia,49.0,1,1,1,1,1,3,2,3.7,0,0,1,0.1
UNI001057,FIQT,Ingeniería Química,18,F,8,13.36,50,3,81.69,37,Ordinario,3151.63,Cercado de Lima,89.0,1,0,0,1,4,2,4,2.7,1,1,2,0.1
UNI001058,FC,Matemática,19,M,9,12.52,112,0,94.98,31,Ordinario,2057.42,Ate,37.0,0,1,0,0,4,3,1,3.2,0,1,3,0.1
UNI001059,FIIS,Ingeniería Industrial,17,M,10,12.18,211,3,90.36,31,IEN,2236.64,Independencia,69.0,1,1,1,1,1,5,4,6.1,0,0,1,0.1
UNI001060,FIP,Ingeniería de Petróleo,24,F,8,8.88,143,2,82.65,59,Ordinario,1150.82,Breña,64.0,1,1,0,1,4,1,0,2.8,0,1,0,0.45
UNI001061,FIEE,Ingeniería de Telecomunicaciones,25,F,3,10.45,100,1,88.91,55,Dos Primeros,3787.27,Jesús María,53.0,1,1,1,1,2,2,0,3.3,0,0,3,0.35
UNI001062,FIEE,Ingeniería Electrónica,27,M,8,12.22,2,4,79.52,19,Traslado Externo,3212.16,Ate,73.0,1,1,0,1,5,4,3,3.9,0,0,0,0.35
UNI001063,FC,Matemática,26,F,6,9.12,218,3,86.61,63,Dos Primeros,3289.26,Ate,93.0,1,1,0,1,1,4,5,3.9,0,0,1,0.25
UNI001064,FAU,Artes,29,M,6,11.33,78,2,91.88,2,Ordinario,2974.83,San Miguel,54.0,0,1,0,0,3,1,3,4.4,1,1,2,0.2
UNI001065,FIC,Ingeniería Civil,22,F,6,11.5,97,1,97.92,45,Ordinario,1856.65,San Juan de Lurigancho,55.0,1,1,1,1,4,1,2,3.5,1,0,0,0.3
UNI001066,FIIS,Ingeniería Industrial,22,M,3,10.94,172,4,91.61,96,Ordinario,3312.62,Cercado de Lima,72.0,1,1,0,1,5,3,4,4.4,1,1,0,0.45
UNI001067,FIEE,Ingeniería de Telecomunicaciones,21,F,10,14.04,149,1,98.64,43,Ordinario,3605.25,Breña,78.0,1,1,0,0,2,2,0,5.1,1,1,3,0.2
UNI001068,FIAU,Ingeniería de Recursos Naturales,18,M,1,10.74,22,1,70.57,98,Dos Primeros,2131.82,Ate,57.0,1,0,0,0,2,5,0,5.3,0,0,0,0.3
UNI001069,FIEE,Ingeniería Electrónica,21,M,4,12.68,58,1,62.87,1,Ordinario,2971.65,Jesús María,54.0,1,1,0,1,3,1,3,3.7,0,1,1,0.2
UNI001070,FIQT,Ingeniería Química,29,M,10,11.79,189,1,63.18,85,IEN,2351.65,Cercado de Lima,16.0,0,1,0,1,2,2,3,4.6,1,0,3,0.3
UNI001071,FIEECS,Ingeniería Económica,27,M,6,12.26,112,2,96.16,61,Ordinario,2784.46,San Martín de Porres,44.0,1,0,0,1,5,1,2,2.9,1,0,0,0.3
UNI001072,FIEE,Ingeniería de Telecomunicaciones,23,F,10,15.71,67,1,91.04,3,Dos Primeros,1864.6,Cercado de Lima,37.0,1,1,0,0,3,1,3,3.3,0,1,2,0.2
UNI001073,FIQT,Ingeniería Textil,23,M,2,12.86,53,2,77.82,91,Ordinario,2731.8,Callao,74.0,0,1,0,1,1,4,5,2.8,1,0,3,0.1
UNI001074,FC,Química,26,M,7,13.25,56,6,81.15,44,Ordinario,4627.39,San Juan de Lurigancho,55.0,0,1,0,1,3,2,3,4.0,1,0,2,0.25
UNI001075,FC,Química,28,M,7,10.97,150,2,88.36,7,Dos Primeros,2498.09,Los Olivos,54.0,1,1,0,1,1,4,5,3.1,0,0,2,0.0
UNI001076,FIP,Ingeniería de Petróleo,24,M,4,13.75,110,3,77.77,33,Ordinario,2319.08,Callao,60.0,1,1,0,1,2,4,5,2.5,1,0,3,0.0
UNI001077,FIEE,Ingeniería Eléctrica,16,F,4,13.67,59,3,76.83,9,Ordinario,2381.88,Breña,43.0,1,0,0,1,5,2,2,3.6,0,0,0,0.3
UNI001078,FIAU,Ingeniería de Recursos Naturales,29,F,1,13.48,72,2,78.45,30,Ordinario,2809.78,Callao,91.0,1,1,0,1,4,4,3,2.3,1,0,0,0.2
UNI001079,FIEE,Ingeniería Eléctrica,16,M,2,10.08,215,3,77.59,18,Ordinario,4792.32,Breña,86.0,1,1,1,1,3,3,5,5.3,0,0,2,0.25
UNI001080,FIAU,Ingeniería de Recursos Naturales,18,F,9,11.33,212,5,85.44,56,Dos Primeros,4405.7,Santa Anita,92.0,1,1,0,1,2,5,5,3.4,0,1,0,0.35
UNI001081,FIM,Ingeniería Mecatrónica,18,F,10,15.37,54,1,100.0,90,IEN,2856.58,Los Olivos,74.0,1,1,0,1,5,5,3,5.0,1,1,3,0.2
UNI001082,FIP,Ingeniería Petroquímica,25,M,8,11.12,116,2,74.93,84,Ordinario,2357.18,Breña,59.0,1,1,0,1,4,3,3,3.5,0,0,2,0.1
UNI001083,FIM,Ingeniería Mecánica,23,M,8,15.64,207,6,84.27,31,Ordinario,1239.02,Ate,92.0,1,1,1,1,3,1,4,2.8,0,0,1,0.55
UNI001084,FIEE,Ingeniería de Telecomunicaciones,25,F,9,11.41,62,4,89.61,72,Ordinario,2088.68,Cercado de Lima,46.0,1,1,1,1,5,4,0,5.2,1,0,1,0.35
UNI001085,FIP,Ingeniería de Petróleo,16,M,7,12.8,183,0,90.36,63,Traslado Externo,1025.46,Rímac,43.0,1,0,0,1,2,5,1,4.1,0,1,1,0.1
UNI001086,FIM,Ingeniería Mecatrónica,28,F,9,12.13,54,2,79.94,87,IEN,3740.12,Independencia,48.0,0,1,1,1,3,2,0,5.9,1,0,0,0.4
UNI001087,FIC,Ingeniería Civil,17,M,10,10.81,24,1,91.19,50,Dos Primeros,4335.56,Breña,70.0,1,1,0,1,3,1,4,3.5,1,0,1,0.1
UNI001088,FIEE,Ingeniería Eléctrica,17,M,2,10.84,25,0,89.2,89,Ordinario,2624.77,San Juan de Lurigancho,45.0,1,1,0,1,1,5,1,3.6,1,1,1,0.1
UNI001089,FIM,Ingeniería Mecatrónica,18,M,6,11.09,176,4,80.49,1,Ordinario,3383.89,La Victoria,57.0,1,0,0,1,1,4,0,5.0,1,0,2,0.15
UNI001090,FIC,Ingeniería Civil,28,M,3,12.8,62,3,71.47,82,Ordinario,1911.01,Ate,28.0,1,1,0,1,3,5,2,5.0,1,0,3,0.1
UNI001091,FIC,Ingeniería Civil,21,F,6,14.28,172,2,73.57,19,Ordinario,1060.11,Rímac,70.0,1,1,0,1,5,4,4,4.2,0,0,2,0.2
UNI001092,FC,Física,16,M,3,12.67,72,2,92.46,64,Dos Primeros,3055.67,San Juan de Lurigancho,30.0,1,0,0,1,2,1,2,7.3,1,1,2,0.1
UNI001093,FIEE,Ingeniería de Telecomunicaciones,17,M,8,12.43,78,0,99.27,53,Ordinario,3383.34,Ate,41.0,1,1,0,1,4,3,2,3.7,0,0,1,0.0
UNI001094,FIC,Ingeniería Civil,28,F,4,14.92,166,3,85.01,6,Dos Primeros,4703.97,La Victoria,84.0,1,1,1,1,1,4,0,2.7,0,0,2,0.1
UNI001095,FC,Química,28,M,10,12.58,64,2,99.02,17,Ordinario,5063.18,Independencia,84.0,1,1,0,1,2,4,5,3.0,0,1,1,0.0
UNI001096,FIM,Ingeniería Mecatrónica,16,M,6,11.41,68,4,84.48,46,Dos Primeros,2721.43,San Martín de Porres,67.0,1,0,0,1,3,1,1,3.7,0,1,0,0.35
UNI001097,FIQT,Ingeniería Química,20,F,9,10.5,183,4,73.56,72,Ordinario,3912.11,Callao,66.0,1,0,0,1,2,1,5,5.5,0,0,1,0.25
UNI001098,FIEE,Ingeniería de Telecomunicaciones,28,F,2,15.04,8,1,82.91,73,Ordinario,3315.09,Independencia,49.0,1,1,0,1,2,2,3,3.8,1,0,3,0.1
UNI001099,FIP,Ingeniería Petroquímica,28,M,2,11.84,197,0,99.92,55,Ordinario,3002.27,Santa Anita,45.0,1,1,0,1,2,1,3,5.6,0,0,2,0.1
UNI001100,FIAU,Ingeniería de Recursos Naturales,22,M,7,11.34,155,3,78.97,91,Dos Primeros,2962.52,Rímac,53.0,1,1,0,1,3,5,4,4.4,0,0,3,0.1
UNI001101,FIAU,Ingeniería Ambiental,23,M,2,11.17,172,3,83.64,100,Ordinario,2855.05,Cercado de Lima,30.0,1,1,0,0,1,4,2,5.1,1,0,3,0.2
UNI001102,FIM,Ingeniería Mecánica,25,M,2,14.93,25,1,96.86,6,Dos Primeros,2898.08,Los Olivos,65.0,1,1,0,1,4,3,4,4.4,1,0,2,0.0
UNI001103,FAU,Urbanismo,16,M,4,11.35,27,0,96.17,70,Ordinario,4656.61,San Juan de Lurigancho,61.0,1,1,1,1,5,1,0,4.4,1,0,2,0.3
UNI001104,FAU,Artes,22,M,9,14.48,39,0,88.06,68,Ordinario,3214.58,Rímac,41.0,1,1,0,1,1,4,2,4.8,1,0,2,0.0
UNI001105,FIM,Ingeniería Mecánica,28,M,8,12.04,142,3,90.35,86,IEN,4741.86,Los Olivos,91.0,1,1,0,1,4,3,3,3.4,0,0,3,0.2
UNI001106,FIC,Ingeniería Civil,20,M,2,10.08,133,2,95.63,40,Ordinario,2101.69,San Martín de Porres,72.0,1,1,0,1,3,2,0,3.4,1,0,0,0.35
UNI001107,FIEE,Ingeniería Eléctrica,25,M,8,11.84,26,1,88.09,91,Ordinario,930.0,Breña,74.0,1,1,1,1,4,5,0,4.3,0,1,3,0.3
UNI001108,FIAU,Ingeniería Ambiental,16,M,4,12.43,37,3,97.81,66,Ordinario,2537.11,San Juan de Lurigancho,50.0,1,1,0,1,3,2,5,5.9,1,0,0,0.2
UNI001109,FIAU,Ingeniería Ambiental,18,F,2,12.27,195,2,91.72,9,IEN,2163.95,Cercado de Lima,60.0,1,1,0,1,4,1,4,2.5,1,0,1,0.1
UNI001110,FIC,Ingeniería Civil,22,F,10,12.22,202,1,83.52,11,Ordinario,1506.42,Jesús María,73.0,1,0,0,1,1,5,4,2.0,1,0,2,0.0
UNI001111,FIAU,Ingeniería Ambiental,25,M,7,11.86,84,2,89.35,20,Ordinario,4300.65,Breña,63.0,1,1,0,1,3,2,5,3.7,1,0,3,0.1
UNI001112,FIP,Ingeniería de Petróleo,16,M,6,10.93,63,2,81.15,43,Ordinario,1663.61,Callao,92.0,1,1,0,0,2,4,1,5.0,1,0,0,0.3
UNI001113,FIEE,Ingeniería Electrónica,22,M,10,12.52,29,2,75.34,58,Ordinario,3582.79,San Juan de Lurigancho,56.0,1,0,0,1,3,1,3,4.1,1,0,0,0.2
UNI001114,FIEECS,Estadística,20,M,5,13.58,209,1,73.59,78,Ordinario,5014.19,Jesús María,50.0,0,1,0,1,3,2,3,2.8,1,0,0,0.2
UNI001115,FIAU,Ingeniería de Recursos Naturales,16,M,1,9.57,98,2,82.93,26,Ordinario,1850.09,Cercado de Lima,73.0,0,1,0,1,4,5,4,4.1,0,0,2,0.15
UNI001116,FIM,Ingeniería Mecatrónica,16,M,2,15.1,130,3,88.13,38,Dos Primeros,2769.06,Rímac,35.0,1,1,0,1,3,5,3,2.3,1,0,0,0.1
UNI001117,FIP,Ingeniería de Petróleo,29,M,8,5.11,189,4,100.0,94,Ordinario,4352.71,Los Olivos,78.0,1,1,1,0,4,3,3,4.6,0,0,2,0.6
UNI001118,FIAU,Ingeniería Ambiental,16,F,1,12.65,11,1,89.16,36,Dos Primeros,2584.6,San Juan de Lurigancho,34.0,1,1,0,0,1,5,0,3.7,1,0,3,0.1
UNI001119,FIP,Ingeniería de Petróleo,26,M,3,13.43,90,1,86.91,99,Dos Primeros,3332.39,Callao,73.0,1,0,1,1,3,5,5,3.9,1,1,0,0.3
UNI001120,FC,Química,24,M,2,11.29,29,3,84.0,55,IEN,3639.29,Independencia,47.0,1,1,0,1,2,1,5,4.4,0,0,0,0.2
UNI001121,FIEECS,Ingeniería Económica,26,F,5,8.25,212,1,81.43,6,Ordinario,3173.59,Jesús María,70.0,1,0,0,1,2,5,2,4.2,1,0,2,0.15
UNI001122,FIIS,Ingeniería Industrial,28,M,4,12.31,37,2,86.31,3,Ordinario,2551.69,San Juan de Lurigancho,78.0,1,1,0,0,1,3,2,3.5,1,0,2,0.1
UNI001123,FIM,Ingeniería Mecatrónica,18,M,7,12.84,84,6,82.24,65,Dos Primeros,2219.12,Breña,63.0,1,1,0,1,2,5,1,5.0,1,0,3,0.15
UNI001124,FIM,Ingeniería Mecánica,28,M,5,10.2,59,2,81.75,64,Ordinario,1905.22,Independencia,36.0,1,1,0,1,4,3,2,4.8,0,0,2,0.15
UNI001125,FIEE,Ingeniería Eléctrica,20,M,8,10.84,37,3,93.21,58,Ordinario,3596.51,Callao,42.0,1,1,1,0,3,4,5,2.2,1,0,3,0.2
UNI001126,FIP,Ingeniería Petroquímica,26,F,4,14.43,103,1,75.93,58,Dos Primeros,2342.11,Jesús María,45.0,1,1,0,1,5,3,3,3.8,1,0,3,0.1
UNI001127,FIC,Ingeniería Civil,25,M,6,12.74,142,3,82.5,18,Ordinario,4195.98,San Miguel,22.0,1,1,1,0,3,1,5,2.9,1,1,0,0.4
UNI001128,FIM,Ingeniería Mecánica,27,M,4,9.48,145,0,78.12,23,Ordinario,4589.17,Los Olivos,83.0,1,1,0,0,3,2,0,2.7,1,0,1,0.35
UNI001129,FIP,Ingeniería de Petróleo,24,M,2,13.4,179,4,86.18,96,Ordinario,1843.19,Jesús María,62.0,1,1,0,1,5,2,5,4.5,1,1,1,0.45
UNI001130,FIP,Ingeniería de Petróleo,21,M,1,10.64,28,1,93.54,29,Dos Primeros,3738.19,San Miguel,37.0,1,1,1,1,2,4,2,3.6,0,1,2,0.1
UNI001131,FIQT,Ingeniería Química,27,F,1,10.95,111,1,88.5,23,Ordinario,5058.99,San Juan de Lurigancho,89.0,1,1,0,1,2,1,3,3.9,1,0,2,0.1
UNI001132,FIQT,Ingeniería Química,24,F,8,12.9,187,2,82.79,36,Dos Primeros,2144.67,San Martín de Porres,46.0,1,1,0,1,3,4,5,3.3,1,0,1,0.0
UNI001133,FIIS,Ingeniería de Sistemas,23,M,4,12.71,20,5,94.4,70,Ordinario,4200.64,Los Olivos,65.0,1,1,0,1,2,4,3,4.4,1,0,3,0.15
UNI001134,FC,Matemática,23,M,5,11.69,144,0,93.83,81,Ordinario,3561.93,San Miguel,43.0,1,1,0,0,4,5,4,4.7,1,0,1,0.2
UNI001135,FIIS,Ingeniería de Sistemas,16,M,8,11.49,145,0,85.39,82,Ordinario,3960.48,Ate,20.0,1,1,1,1,4,5,5,6.2,1,0,3,0.2
UNI001136,FIAU,Ingeniería de Recursos Naturales,28,F,7,12.0,184,4,100.0,95,Ordinario,2243.6,San Martín de Porres,33.0,1,0,0,1,5,1,4,3.8,1,0,3,0.45
UNI001137,FIC,Ingeniería Civil,24,M,8,10.94,118,3,89.19,6,Ordinario,4905.18,Rímac,51.0,1,1,0,0,3,2,2,2.6,0,0,2,0.2
UNI001138,FIAU,Ingeniería de Recursos Naturales,21,M,8,14.68,164,0,88.92,34,Ordinario,2330.33,San Miguel,78.0,1,1,1,1,4,3,4,3.5,0,0,2,0.1
UNI001139,FAU,Arquitectura,24,M,6,9.36,59,2,72.97,44,IEN,3640.64,San Martín de Porres,67.0,1,1,1,1,1,5,3,4.8,1,1,2,0.25
UNI001140,FIAU,Ingeniería de Recursos Naturales,18,M,10,12.02,165,2,68.16,44,Ordinario,2936.76,Rímac,63.0,1,1,0,0,2,1,3,3.2,0,0,1,0.3
UNI001141,FIEE,Ingeniería Electrónica,27,M,2,9.58,139,0,85.63,27,Ordinario,3536.65,Ate,20.0,1,1,0,1,3,1,4,2.5,0,1,1,0.25
UNI001142,FIAU,Ingeniería Ambiental,18,M,6,14.37,202,2,94.97,100,Ordinario,2016.58,Santa Anita,85.0,1,1,0,1,4,2,0,3.2,1,0,1,0.2
UNI001143,FIIS,Ingeniería Industrial,21,M,1,12.02,112,2,88.29,52,Dos Primeros,1772.64,Jesús María,64.0,1,1,0,1,5,1,4,3.5,1,0,3,0.2
UNI001144,FIM,Ingeniería Mecatrónica,24,M,1,10.39,211,4,94.51,42,Ordinario,3287.03,Los Olivos,58.0,1,1,0,0,4,1,0,2.9,1,1,2,0.5
UNI001145,FIM,Ingeniería Mecánica,22,M,3,13.87,200,1,80.86,25,Ordinario,2632.75,Santa Anita,83.0,1,1,0,1,1,2,4,4.2,1,0,0,0.2
UNI001146,FIQT,Ingeniería Textil,29,F,3,7.92,128,3,85.82,74,Dos Primeros,2598.71,San Miguel,85.0,1,1,0,1,4,5,3,3.9,0,1,1,0.15
UNI001147,FIC,Ingeniería Civil,28,M,5,13.06,57,3,85.17,39,Ordinario,3544.82,San Juan de Lurigancho,83.0,0,1,0,1,3,2,5,4.8,0,0,0,0.2
UNI001148,FIC,Ingeniería Civil,18,M,1,14.8,2,1,66.99,39,Ordinario,1505.32,Breña,55.0,1,1,0,1,5,4,3,3.6,1,1,0,0.3
UNI001149,FIEE,Ingeniería de Telecomunicaciones,18,M,10,12.86,190,3,100.0,12,Ordinario,4206.88,San Juan de Lurigancho,40.0,0,0,0,0,5,5,4,4.6,1,1,1,0.2
UNI001150,FIIS,Ingeniería de Sistemas,17,M,6,11.49,148,1,96.98,11,Dos Primeros,3119.51,Independencia,80.0,1,1,0,1,1,4,1,3.5,1,0,1,0.0
UNI001151,FIQT,Ingeniería Química,24,M,7,10.02,22,6,94.28,3,Ordinario,3762.83,San Martín de Porres,33.0,1,0,0,1,3,1,0,2.9,0,0,1,0.4
UNI001152,FAU,Arquitectura,28,F,10,14.67,136,1,97.85,22,Ordinario,3527.35,Callao,99.0,1,1,0,1,1,4,1,3.5,1,0,2,0.1
UNI001153,FIC,Ingeniería Civil,18,M,3,14.35,82,3,80.33,4,Dos Primeros,3582.5,Breña,61.0,1,1,0,0,1,2,3,2.4,1,1,0,0.3
UNI001154,FIM,Ingeniería Mecatrónica,26,F,4,11.21,54,2,92.96,8,Ordinario,1801.54,Santa Anita,39.0,1,1,0,1,1,2,0,5.8,0,0,3,0.1
UNI001155,FIAU,Ingeniería de Recursos Naturales,20,M,10,11.26,109,2,80.31,14,Dos Primeros,4164.69,Rímac,35.0,1,1,0,1,4,3,5,4.1,0,1,0,0.1
UNI001156,FIAU,Ingeniería de Recursos Naturales,29,M,10,14.87,115,2,86.48,84,Ordinario,3272.91,Breña,34.0,1,1,0,1,2,1,4,3.2,1,0,3,0.2
UNI001157,FIQT,Ingeniería Textil,29,M,10,13.56,146,3,67.58,88,Ordinario,2525.01,Breña,63.0,1,1,1,0,4,2,0,3.6,0,1,0,0.6
UNI001158,FIIS,Ingeniería de Sistemas,24,M,10,8.93,61,1,83.51,14,Ordinario,2874.71,San Miguel,60.0,0,1,1,1,3,5,0,1.5,1,0,0,0.45
UNI001159,FIIS,Ingeniería Industrial,23,F,10,12.11,86,1,69.7,92,Ordinario,3362.14,Cercado de Lima,35.0,1,1,0,1,1,2,2,5.4,0,0,2,0.3
UNI001160,FC,Matemática,17,F,3,12.03,218,1,72.46,16,Ordinario,3180.23,Rímac,53.0,1,1,0,1,1,5,5,5.3,0,0,3,0.0
UNI001161,FIEECS,Ingeniería Económica,18,F,1,13.0,218,0,84.46,32,Ordinario,3597.24,Cercado de Lima,33.0,1,1,1,0,2,1,0,4.1,0,0,1,0.3
